"Anio_hecho","mes_hecho","Nombre_Municipio","Nombre_Departamento","Total_Victimas","Riesgo"
"1995","11","RISARALDA - CALDAS","CALDAS",1,"0"
"1995","11","SAN ALBERTO - CESAR","CESAR",5,"1"
"1995","11","SAN JERONIMO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",19,"1"
"1995","11","SAN JUAN DE URABA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","SAN MARTIN - CESAR","CESAR",2,"0"
"1995","11","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",4,"1"
"1995","11","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",1,"0"
"1995","11","SANTA FE DE ANTIOQUIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","SANTA MARTA - MAGDALENA","MAGDALENA",1,"0"
"1995","11","SANTA ROSA DE OSOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1995","11","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1995","11","TAME - ARAUCA","ARAUCA",3,"1"
"1995","11","TARAZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1995","11","TIERRALTA - CORDOBA","CORDOBA",3,"1"
"1995","11","TIQUISIO - BOLIVAR","BOLIVAR",4,"1"
"1995","11","TOLEDO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","TRINIDAD - CASANARE","CASANARE",1,"0"
"1995","11","TURBO - ANTIOQUIA","ANTIOQUIA",14,"1"
"1995","11","UNGUIA - CHOCO","CHOCO",1,"0"
"1995","11","VALDIVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","11","VALLEDUPAR - CESAR","CESAR",2,"0"
"1995","11","VILLAVICENCIO - META","META",2,"0"
"1995","11","YACOPI - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"1995","11","YOPAL - CASANARE","CASANARE",1,"0"
"1995","12","ABREGO - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1995","12","AGUACHICA - CESAR","CESAR",1,"0"
"1995","12","AGUSTIN CODAZZI - CESAR","CESAR",1,"0"
"1995","12","APARTADO - ANTIOQUIA","ANTIOQUIA",5,"1"
"1995","12","ARAUQUITA - ARAUCA","ARAUCA",2,"0"
"1995","12","ARBOLETES - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","ARMERO - TOLIMA","TOLIMA",1,"0"
"1995","12","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"1995","12","BELEN DE LOS ANDAQUIES - CAQUETA","CAQUETA",1,"0"
"1995","12","BUENAVENTURA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1995","12","BURITICA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","CALAMAR - GUAVIARE","GUAVIARE",1,"0"
"1995","12","CAREPA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",2,"0"
"1995","12","CAUCASIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","CHIGORODO - ANTIOQUIA","ANTIOQUIA",3,"1"
"1995","12","CIENAGA - MAGDALENA","MAGDALENA",2,"0"
"1995","12","CIUDAD BOLIVAR - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","CONCEPCION - SANTANDER","SANTANDER",2,"0"
"1995","12","CURUMANI - CESAR","CESAR",1,"0"
"1995","12","DAGUA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1995","12","EL CARMEN DE VIBORAL - ANTIOQUIA","ANTIOQUIA",2,"0"
"1995","12","EL DONCELLO - CAQUETA","CAQUETA",1,"0"
"1995","12","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"1995","12","FUENTE DE ORO - META","META",3,"1"
"1995","12","GAMARRA - CESAR","CESAR",1,"0"
"1995","12","HATO COROZAL - CASANARE","CASANARE",2,"0"
"1995","12","JAMUNDI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1995","12","LA CEJA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","LA DORADA - CALDAS","CALDAS",1,"0"
"1995","12","LA ESPERANZA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1995","12","LA PAZ - CESAR","CESAR",1,"0"
"1995","12","LOS PATIOS - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1995","12","MAGANGUE - BOLIVAR","BOLIVAR",1,"0"
"1995","12","MAPIRIPAN - META","META",1,"0"
"1995","12","MEDELLIN - ANTIOQUIA","ANTIOQUIA",5,"1"
"1995","12","MIRAFLORES - GUAVIARE","GUAVIARE",1,"0"
"1995","12","MONTERIA - CORDOBA","CORDOBA",2,"0"
"1995","12","MUTATA - ANTIOQUIA","ANTIOQUIA",6,"1"
"1995","12","NECOCLI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","PAEZ - BOYACA","BOYACA",1,"0"
"1995","12","PAILITAS - CESAR","CESAR",1,"0"
"1995","12","PATIA - CAUCA","CAUCA",2,"0"
"1995","12","PELAYA - CESAR","CESAR",4,"1"
"1995","12","PIENDAMO  TUNIA - CAUCA","CAUCA",1,"0"
"1995","12","POPAYAN - CAUCA","CAUCA",2,"0"
"1995","12","PUERTO ASIS - PUTUMAYO","PUTUMAYO",10,"1"
"1995","12","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","PUERTO CAICEDO - PUTUMAYO","PUTUMAYO",1,"0"
"1995","12","PUERTO RICO - META","META",1,"0"
"1995","12","PUERTO WILCHES - SANTANDER","SANTANDER",1,"0"
"1995","12","RICAURTE - NARIÑO","NARIÑO",1,"0"
"1995","12","RIOHACHA - LA GUAJIRA","LA GUAJIRA",1,"0"
"1995","12","RIONEGRO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","RIOSUCIO - CHOCO","CHOCO",2,"0"
"1995","12","SABANA DE TORRES - SANTANDER","SANTANDER",1,"0"
"1995","12","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","SAN JUAN DE URABA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","SAN JUAN NEPOMUCENO - BOLIVAR","BOLIVAR",1,"0"
"1995","12","SAN MARTIN - CESAR","CESAR",2,"0"
"1995","12","SAN MARTIN - META","META",2,"0"
"1995","12","SAN PABLO - BOLIVAR","BOLIVAR",1,"0"
"1995","12","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1995","12","SAN ROQUE - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","SANTA MARTA - MAGDALENA","MAGDALENA",6,"1"
"1995","12","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",2,"0"
"1995","12","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1995","12","SITIONUEVO - MAGDALENA","MAGDALENA",2,"0"
"1995","12","SOLEDAD - ATLANTICO","ATLANTICO",1,"0"
"1995","12","TADO - CHOCO","CHOCO",1,"0"
"1995","12","TAME - ARAUCA","ARAUCA",2,"0"
"1995","12","TARAZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1995","12","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1995","12","TIERRALTA - CORDOBA","CORDOBA",1,"0"
"1995","12","TURBO - ANTIOQUIA","ANTIOQUIA",16,"1"
"1995","12","VALENCIA - CORDOBA","CORDOBA",8,"1"
"1995","12","VALLE DEL GUAMUEZ - PUTUMAYO","PUTUMAYO",1,"0"
"1995","12","VILLAGARZON - PUTUMAYO","PUTUMAYO",1,"0"
"1995","12","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"1996","0","ABREGO - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1996","0","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","0","BARRANCOMINAS - GUAINIA","GUAINIA",1,"0"
"1996","0","EL CASTILLO - META","META",1,"0"
"1996","0","FLORENCIA - CAQUETA","CAQUETA",1,"0"
"1996","0","MEDELLIN - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","0","MISTRATO - RISARALDA","RISARALDA",2,"0"
"1996","0","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"1996","0","RIOSUCIO - CHOCO","CHOCO",1,"0"
"1996","0","SAN ALBERTO - CESAR","CESAR",4,"1"
"1996","0","SAN MARTIN - CESAR","CESAR",3,"1"
"1996","0","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1996","0","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","ABEJORRAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","ACACIAS - META","META",2,"0"
"1996","1","ACANDI - CHOCO","CHOCO",1,"0"
"1996","1","AGUACHICA - CESAR","CESAR",4,"1"
"1996","1","AGUAZUL - CASANARE","CASANARE",2,"0"
"1996","1","AGUSTIN CODAZZI - CESAR","CESAR",1,"0"
"1996","1","AMALFI - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","1","ANORI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","ANZOATEGUI - TOLIMA","TOLIMA",1,"0"
"1996","1","APARTADO - ANTIOQUIA","ANTIOQUIA",8,"1"
"1996","1","ARAUCA - ARAUCA","ARAUCA",3,"1"
"1996","1","ARBOLETES - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","ARIGUANI - MAGDALENA","MAGDALENA",1,"0"
"1996","1","ARMENIA - QUINDIO","QUINDIO",3,"1"
"1996","1","BARBOSA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","BARRANCABERMEJA - SANTANDER","SANTANDER",2,"0"
"1996","1","BARRANQUILLA - ATLANTICO","ATLANTICO",2,"0"
"1996","1","BELEN DE LOS ANDAQUIES - CAQUETA","CAQUETA",1,"0"
"1996","1","BOJAYA - CHOCO","CHOCO",1,"0"
"1996","1","BOSCONIA - CESAR","CESAR",1,"0"
"1996","1","BRICEÑO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","BUCARAMANGA - SANTANDER","SANTANDER",3,"1"
"1996","1","CACERES - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","CALAMAR - GUAVIARE","GUAVIARE",3,"1"
"1996","1","CALDAS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","CAREPA - ANTIOQUIA","ANTIOQUIA",4,"1"
"1996","1","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",2,"0"
"1996","1","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",4,"1"
"1996","1","CAUCASIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","CHIGORODO - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","1","CIENAGA - MAGDALENA","MAGDALENA",5,"1"
"1996","1","CONCORDIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","CORINTO - CAUCA","CAUCA",1,"0"
"1996","1","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1996","1","CURUMANI - CESAR","CESAR",1,"0"
"1996","1","DABEIBA - ANTIOQUIA","ANTIOQUIA",4,"1"
"1996","1","DONMATIAS - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","1","EL CARMEN DE BOLIVAR - BOLIVAR","BOLIVAR",2,"0"
"1996","1","EL CASTILLO - META","META",1,"0"
"1996","1","EL CHARCO - NARIÑO","NARIÑO",1,"0"
"1996","1","EL COPEY - CESAR","CESAR",1,"0"
"1996","1","EL DONCELLO - CAQUETA","CAQUETA",1,"0"
"1996","1","EL RETORNO - GUAVIARE","GUAVIARE",3,"1"
"1996","1","FLORIDABLANCA - SANTANDER","SANTANDER",3,"1"
"1996","1","FRONTINO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","GRANADA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","GRANADA - META","META",3,"1"
"1996","1","GUATICA - RISARALDA","RISARALDA",1,"0"
"1996","1","ITUANGO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","JARDIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","LA MACARENA - META","META",1,"0"
"1996","1","LA PINTADA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","LA PLATA - HUILA","HUILA",1,"0"
"1996","1","LA VEGA - CAUCA","CAUCA",1,"0"
"1996","1","LEBRIJA - SANTANDER","SANTANDER",1,"0"
"1996","1","LIBANO - TOLIMA","TOLIMA",1,"0"
"1996","1","LURUACO - ATLANTICO","ATLANTICO",2,"0"
"1996","1","MAICAO - LA GUAJIRA","LA GUAJIRA",1,"0"
"1996","1","MANIZALES - CALDAS","CALDAS",1,"0"
"1996","1","MAPIRIPAN - META","META",3,"1"
"1996","1","MEDELLIN - ANTIOQUIA","ANTIOQUIA",7,"1"
"1996","1","MEDIO ATRATO - CHOCO","CHOCO",1,"0"
"1996","1","MESETAS - META","META",1,"0"
"1996","1","MIRAFLORES - BOYACA","BOYACA",1,"0"
"1996","1","MIRAFLORES - GUAVIARE","GUAVIARE",3,"1"
"1996","1","MISTRATO - RISARALDA","RISARALDA",1,"0"
"1996","1","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"1996","1","MONTELIBANO - CORDOBA","CORDOBA",1,"0"
"1996","1","MONTERIA - CORDOBA","CORDOBA",2,"0"
"1996","1","MORROA - SUCRE","SUCRE",1,"0"
"1996","1","MUTATA - ANTIOQUIA","ANTIOQUIA",6,"1"
"1996","1","NARIÑO - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","1","NECOCLI - ANTIOQUIA","ANTIOQUIA",6,"1"
"1996","1","OCAÑA - NORTE DE SANTANDER","NORTE DE SANTANDER",8,"1"
"1996","1","OVEJAS - SUCRE","SUCRE",2,"0"
"1996","1","PAILITAS - CESAR","CESAR",4,"1"
"1996","1","PAZ DE ARIPORO - CASANARE","CASANARE",2,"0"
"1996","1","PELAYA - CESAR","CESAR",1,"0"
"1996","1","PEREIRA - RISARALDA","RISARALDA",2,"0"
"1996","1","PLANADAS - TOLIMA","TOLIMA",3,"1"
"1996","1","PUERTO ASIS - PUTUMAYO","PUTUMAYO",4,"1"
"1996","1","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",7,"1"
"1996","1","PUERTO CAICEDO - PUTUMAYO","PUTUMAYO",1,"0"
"1996","1","PUERTO CONCORDIA - META","META",1,"0"
"1996","1","PUERTO GAITAN - META","META",1,"0"
"1996","1","PUERTO GUZMAN - PUTUMAYO","PUTUMAYO",2,"0"
"1996","1","PUERTO LEGUIZAMO - PUTUMAYO","PUTUMAYO",1,"0"
"1996","1","PUERTO PARRA - SANTANDER","SANTANDER",1,"0"
"1996","1","PUERTO RICO - META","META",1,"0"
"1996","1","QUIBDO - CHOCO","CHOCO",3,"1"
"1996","1","REMEDIOS - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","1","RIOBLANCO - TOLIMA","TOLIMA",1,"0"
"1996","1","RIOHACHA - LA GUAJIRA","LA GUAJIRA",1,"0"
"1996","1","RIONEGRO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","RIONEGRO - SANTANDER","SANTANDER",1,"0"
"1996","1","RIOSUCIO - CHOCO","CHOCO",9,"1"
"1996","1","RIVERA - HUILA","HUILA",1,"0"
"1996","1","SALGAR - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","SAMANA - CALDAS","CALDAS",1,"0"
"1996","1","SAN ALBERTO - CESAR","CESAR",15,"1"
"1996","1","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","SAN JACINTO - BOLIVAR","BOLIVAR",2,"0"
"1996","1","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",5,"1"
"1996","1","SAN JUAN DE URABA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","SAN LUIS - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","1","SAN MARTIN - CESAR","CESAR",1,"0"
"1996","1","SAN MARTIN - META","META",2,"0"
"1996","1","SAN PABLO - BOLIVAR","BOLIVAR",1,"0"
"1996","1","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",7,"1"
"1996","1","SAN RAFAEL - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","1","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",3,"1"
"1996","1","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",2,"0"
"1996","1","SANTA FE DE ANTIOQUIA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","1","SANTA MARTA - MAGDALENA","MAGDALENA",3,"1"
"1996","1","SANTA ROSALIA - VICHADA","VICHADA",1,"0"
"1996","1","SARAVENA - ARAUCA","ARAUCA",4,"1"
"1996","1","SEGOVIA - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","1","SEVILLA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"1996","1","SINCELEJO - SUCRE","SUCRE",1,"0"
"1996","1","SOLITA - CAQUETA","CAQUETA",1,"0"
"1996","1","SONSON - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","TAME - ARAUCA","ARAUCA",6,"1"
"1996","1","TAMESIS - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","TAMINANGO - NARIÑO","NARIÑO",4,"1"
"1996","1","TARAZA - ANTIOQUIA","ANTIOQUIA",5,"1"
"1996","1","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",5,"1"
"1996","1","TIERRALTA - CORDOBA","CORDOBA",2,"0"
"1996","1","TIQUISIO - BOLIVAR","BOLIVAR",2,"0"
"1996","1","TOLEDO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","TORIBIO - CAUCA","CAUCA",1,"0"
"1996","1","TURBO - ANTIOQUIA","ANTIOQUIA",21,"1"
"1996","1","UNGUIA - CHOCO","CHOCO",2,"0"
"1996","1","URRAO - ANTIOQUIA","ANTIOQUIA",6,"1"
"1996","1","VALDIVIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","VALENCIA - CORDOBA","CORDOBA",2,"0"
"1996","1","VALLE DEL GUAMUEZ - PUTUMAYO","PUTUMAYO",5,"1"
"1996","1","VALLEDUPAR - CESAR","CESAR",3,"1"
"1996","1","VEGACHI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","VILLAVICENCIO - META","META",1,"0"
"1996","1","VISTAHERMOSA - META","META",2,"0"
"1996","1","YARUMAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","YOLOMBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","1","YOPAL - CASANARE","CASANARE",1,"0"
"1996","1","ZAPATOCA - SANTANDER","SANTANDER",2,"0"
"1996","1","ZARZAL - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1996","1","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"1996","2","ACANDI - CHOCO","CHOCO",1,"0"
"1996","2","AGUACHICA - CESAR","CESAR",1,"0"
"1996","2","AGUSTIN CODAZZI - CESAR","CESAR",2,"0"
"1996","2","ANZA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","APARTADO - ANTIOQUIA","ANTIOQUIA",6,"1"
"1996","2","ARBOLETES - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"1996","2","BARRANQUILLA - ATLANTICO","ATLANTICO",6,"1"
"1996","2","BUCARAMANGA - SANTANDER","SANTANDER",2,"0"
"1996","2","CALAMAR - BOLIVAR","BOLIVAR",1,"0"
"1996","2","CALAMAR - GUAVIARE","GUAVIARE",2,"0"
"1996","2","CAREPA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",2,"0"
"1996","2","CHAPARRAL - TOLIMA","TOLIMA",1,"0"
"1996","2","CHIGORODO - ANTIOQUIA","ANTIOQUIA",7,"1"
"1996","2","CHIMICHAGUA - CESAR","CESAR",1,"0"
"1996","2","CIENAGA - MAGDALENA","MAGDALENA",1,"0"
"1996","2","CIMITARRA - SANTANDER","SANTANDER",1,"0"
"1996","2","COLOSO - SUCRE","SUCRE",1,"0"
"1996","2","DABEIBA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","EL BAGRE - ANTIOQUIA","ANTIOQUIA",4,"1"
"1996","2","EL BANCO - MAGDALENA","MAGDALENA",1,"0"
"1996","2","EL CARMEN - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"1996","2","EL GUAMO - BOLIVAR","BOLIVAR",2,"0"
"1996","2","FLORIDA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1996","2","FLORIDABLANCA - SANTANDER","SANTANDER",1,"0"
"1996","2","FORTUL - ARAUCA","ARAUCA",1,"0"
"1996","2","FRONTINO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","GRANADA - META","META",2,"0"
"1996","2","IBAGUE - TOLIMA","TOLIMA",1,"0"
"1996","2","JARDIN - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","LA DORADA - CALDAS","CALDAS",1,"0"
"1996","2","LA SIERRA - CAUCA","CAUCA",2,"0"
"1996","2","LORICA - CORDOBA","CORDOBA",1,"0"
"1996","2","MARINILLA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","MEDELLIN - ANTIOQUIA","ANTIOQUIA",14,"1"
"1996","2","MONTECRISTO - BOLIVAR","BOLIVAR",1,"0"
"1996","2","MONTERIA - CORDOBA","CORDOBA",7,"1"
"1996","2","MUTATA - ANTIOQUIA","ANTIOQUIA",4,"1"
"1996","2","NECOCLI - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","ORITO - PUTUMAYO","PUTUMAYO",1,"0"
"1996","2","OVEJAS - SUCRE","SUCRE",3,"1"
"1996","2","PAILITAS - CESAR","CESAR",3,"1"
"1996","2","PALMIRA - VALLE DEL CAUCA","VALLE DEL CAUCA",4,"1"
"1996","2","PASTO - NARIÑO","NARIÑO",2,"0"
"1996","2","PAZ DE ARIPORO - CASANARE","CASANARE",1,"0"
"1996","2","PLANETA RICA - CORDOBA","CORDOBA",3,"1"
"1996","2","POPAYAN - CAUCA","CAUCA",2,"0"
"1996","2","PUERTO ASIS - PUTUMAYO","PUTUMAYO",1,"0"
"1996","2","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","PUERTO LIBERTADOR - CORDOBA","CORDOBA",1,"0"
"1996","2","PUERTO TRIUNFO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","PUERTO WILCHES - SANTANDER","SANTANDER",1,"0"
"1996","2","QUIBDO - CHOCO","CHOCO",1,"0"
"1996","2","QUINCHIA - RISARALDA","RISARALDA",1,"0"
"1996","2","RIOHACHA - LA GUAJIRA","LA GUAJIRA",1,"0"
"1996","2","RIONEGRO - SANTANDER","SANTANDER",5,"1"
"1996","2","SAN ANDRES DE SOTAVENTO - CORDOBA","CORDOBA",1,"0"
"1996","2","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",2,"0"
"1996","2","SAN JUAN DE URABA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","SAN JUAN NEPOMUCENO - BOLIVAR","BOLIVAR",1,"0"
"1996","2","SAN LUIS - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","SAN MARTIN - CESAR","CESAR",3,"1"
"1996","2","SAN PEDRO DE URABA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","2","SAN RAFAEL - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","SANTA MARTA - MAGDALENA","MAGDALENA",5,"1"
"1996","2","SANTA ROSA - CAUCA","CAUCA",1,"0"
"1996","2","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1996","2","SARAVENA - ARAUCA","ARAUCA",1,"0"
"1996","2","SINCELEJO - SUCRE","SUCRE",2,"0"
"1996","2","SOLITA - CAQUETA","CAQUETA",2,"0"
"1996","2","TAME - ARAUCA","ARAUCA",5,"1"
"1996","2","TARAZA - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","2","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1996","2","TIERRALTA - CORDOBA","CORDOBA",2,"0"
"1996","2","TIQUISIO - BOLIVAR","BOLIVAR",1,"0"
"1996","2","TOLEDO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","2","TURBO - ANTIOQUIA","ANTIOQUIA",23,"1"
"1996","2","UNGUIA - CHOCO","CHOCO",2,"0"
"1996","2","URIBE - META","META",1,"0"
"1996","2","URUMITA - LA GUAJIRA","LA GUAJIRA",3,"1"
"1996","2","VALENCIA - CORDOBA","CORDOBA",4,"1"
"1996","2","VILLAVICENCIO - META","META",1,"0"
"1996","2","YARUMAL - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","2","YOPAL - CASANARE","CASANARE",1,"0"
"1996","2","ZARZAL - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"1996","3","ACACIAS - META","META",1,"0"
"1996","3","ACANDI - CHOCO","CHOCO",7,"1"
"1996","3","AMALFI - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","3","APARTADO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","3","ARACATACA - MAGDALENA","MAGDALENA",4,"1"
"1996","3","ARAUCA - ARAUCA","ARAUCA",1,"0"
"1996","3","ARAUQUITA - ARAUCA","ARAUCA",3,"1"
"1996","3","ARBOLETES - ANTIOQUIA","ANTIOQUIA",4,"1"
"1996","3","ARJONA - BOLIVAR","BOLIVAR",1,"0"
"1996","3","BAJO BAUDO - CHOCO","CHOCO",3,"1"
"1996","3","BARBOSA - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","3","BARRANCABERMEJA - SANTANDER","SANTANDER",2,"0"
"1996","3","BARRANQUILLA - ATLANTICO","ATLANTICO",3,"1"
"1996","3","BELLO - ANTIOQUIA","ANTIOQUIA",1,"0"
"1996","3","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",1,"0"
"1996","3","BOSCONIA - CESAR","CESAR",1,"0"
"1996","3","CACERES - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","3","CAREPA - ANTIOQUIA","ANTIOQUIA",3,"1"
"1996","3","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",1,"0"
"1996","3","CAUCASIA - ANTIOQUIA","ANTIOQUIA",5,"1"
"1996","3","CHALAN - SUCRE","SUCRE",1,"0"
"1996","3","CHIGORODO - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","3","CIENAGA - MAGDALENA","MAGDALENA",1,"0"
"1996","3","CONCEPCION - SANTANDER","SANTANDER",2,"0"
"1996","3","CONDOTO - CHOCO","CHOCO",1,"0"
"1996","3","CRAVO NORTE - ARAUCA","ARAUCA",1,"0"
"1996","3","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"1996","3","CUMARIBO - VICHADA","VICHADA",1,"0"
"1996","3","DABEIBA - ANTIOQUIA","ANTIOQUIA",2,"0"
"1996","3","EL AGUILA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
