"Anio_hecho","mes_hecho","Nombre_Municipio","Nombre_Departamento","Total_Victimas","Riesgo"
"2004","6","VALPARAISO - CAQUETA","CAQUETA",3,"1"
"2004","6","VEGACHI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","6","VILLAVICENCIO - META","META",5,"1"
"2004","6","VISTAHERMOSA - META","META",8,"1"
"2004","6","YONDO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","6","YOPAL - CASANARE","CASANARE",1,"0"
"2004","6","YOTOCO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","6","ZARAGOZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","6","ZARZAL - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","6","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"2004","7","ABEJORRAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","ACACIAS - META","META",2,"0"
"2004","7","AGUACHICA - CESAR","CESAR",3,"1"
"2004","7","AGUSTIN CODAZZI - CESAR","CESAR",5,"1"
"2004","7","AMALFI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","ANDALUCIA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","ANORI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","APARTADO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","ARACATACA - MAGDALENA","MAGDALENA",1,"0"
"2004","7","ARAUCA - ARAUCA","ARAUCA",1,"0"
"2004","7","ARAUQUITA - ARAUCA","ARAUCA",1,"0"
"2004","7","ARJONA - BOLIVAR","BOLIVAR",2,"0"
"2004","7","ARMERO - TOLIMA","TOLIMA",1,"0"
"2004","7","BARBACOAS - NARIÑO","NARIÑO",1,"0"
"2004","7","BARRANCABERMEJA - SANTANDER","SANTANDER",1,"0"
"2004","7","BECERRIL - CESAR","CESAR",1,"0"
"2004","7","BELLO - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","7","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",5,"1"
"2004","7","BOLIVAR - CAUCA","CAUCA",3,"1"
"2004","7","BUENAVENTURA - VALLE DEL CAUCA","VALLE DEL CAUCA",7,"1"
"2004","7","BUGALAGRANDE - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","CACHIPAY - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","7","CALDAS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","CARTAGENA DE INDIAS - BOLIVAR","BOLIVAR",2,"0"
"2004","7","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",1,"0"
"2004","7","CAUCASIA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","7","CHINU - CORDOBA","CORDOBA",1,"0"
"2004","7","CHITA - BOYACA","BOYACA",1,"0"
"2004","7","CHIVOLO - MAGDALENA","MAGDALENA",1,"0"
"2004","7","CIENAGA - MAGDALENA","MAGDALENA",5,"1"
"2004","7","CIMITARRA - SANTANDER","SANTANDER",5,"1"
"2004","7","COCORNA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","COLOMBIA - HUILA","HUILA",2,"0"
"2004","7","COLOSO - SUCRE","SUCRE",1,"0"
"2004","7","CUBARRAL - META","META",1,"0"
"2004","7","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2004","7","CURILLO - CAQUETA","CAQUETA",1,"0"
"2004","7","CURUMANI - CESAR","CESAR",1,"0"
"2004","7","DABEIBA - ANTIOQUIA","ANTIOQUIA",4,"1"
"2004","7","DAGUA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","DIBULLA - LA GUAJIRA","LA GUAJIRA",2,"0"
"2004","7","EL BAGRE - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","EL COPEY - CESAR","CESAR",2,"0"
"2004","7","EL ROSARIO - NARIÑO","NARIÑO",1,"0"
"2004","7","EL SANTUARIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","FALAN - TOLIMA","TOLIMA",1,"0"
"2004","7","FLORENCIA - CAQUETA","CAQUETA",2,"0"
"2004","7","FONSECA - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","7","FUNDACION - MAGDALENA","MAGDALENA",6,"1"
"2004","7","FUSAGASUGA - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","7","GAMARRA - CESAR","CESAR",1,"0"
"2004","7","GRANADA - ANTIOQUIA","ANTIOQUIA",4,"1"
"2004","7","GRANADA - META","META",1,"0"
"2004","7","GUADALAJARA DE BUGA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"2004","7","GUAPI - CAUCA","CAUCA",2,"0"
"2004","7","HONDA - TOLIMA","TOLIMA",1,"0"
"2004","7","ICONONZO - TOLIMA","TOLIMA",1,"0"
"2004","7","ITUANGO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","LA APARTADA - CORDOBA","CORDOBA",1,"0"
"2004","7","LA CEJA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","LA DORADA - CALDAS","CALDAS",2,"0"
"2004","7","LA JAGUA DE IBIRICO - CESAR","CESAR",3,"1"
"2004","7","LA PINTADA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","LEIVA - NARIÑO","NARIÑO",1,"0"
"2004","7","LEJANIAS - META","META",1,"0"
"2004","7","LIBORINA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","MAICAO - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","7","MANAURE BALCON DEL CESAR - CESAR","CESAR",1,"0"
"2004","7","MANIZALES - CALDAS","CALDAS",5,"1"
"2004","7","MAPIRIPAN - META","META",3,"1"
"2004","7","MARQUETALIA - CALDAS","CALDAS",1,"0"
"2004","7","MEDELLIN - ANTIOQUIA","ANTIOQUIA",7,"1"
"2004","7","MESETAS - META","META",1,"0"
"2004","7","MIRAFLORES - GUAVIARE","GUAVIARE",1,"0"
"2004","7","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"2004","7","MONTERIA - CORDOBA","CORDOBA",1,"0"
"2004","7","MONTERREY - CASANARE","CASANARE",1,"0"
"2004","7","NARIÑO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","OCAÑA - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2004","7","ORITO - PUTUMAYO","PUTUMAYO",2,"0"
"2004","7","OVEJAS - SUCRE","SUCRE",2,"0"
"2004","7","PACORA - CALDAS","CALDAS",1,"0"
"2004","7","PALMIRA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","PARATEBUENO - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","7","PELAYA - CESAR","CESAR",1,"0"
"2004","7","PEREIRA - RISARALDA","RISARALDA",3,"1"
"2004","7","PIJIÑO DEL CARMEN - MAGDALENA","MAGDALENA",1,"0"
"2004","7","PIVIJAY - MAGDALENA","MAGDALENA",1,"0"
"2004","7","POPAYAN - CAUCA","CAUCA",1,"0"
"2004","7","PRADERA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","PUEBLO BELLO - CESAR","CESAR",1,"0"
"2004","7","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","PUERTO CONCORDIA - META","META",2,"0"
"2004","7","PUERTO LLERAS - META","META",1,"0"
"2004","7","PUERTO LOPEZ - META","META",1,"0"
"2004","7","PUERTO RICO - META","META",1,"0"
"2004","7","PUERTO RONDON - ARAUCA","ARAUCA",1,"0"
"2004","7","PUERTO SANTANDER - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","7","QUIBDO - CHOCO","CHOCO",1,"0"
"2004","7","QUINCHIA - RISARALDA","RISARALDA",1,"0"
"2004","7","REMEDIOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","RESTREPO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","RICAURTE - NARIÑO","NARIÑO",1,"0"
"2004","7","RIONEGRO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","RIOSUCIO - CHOCO","CHOCO",3,"1"
"2004","7","SABANA DE TORRES - SANTANDER","SANTANDER",2,"0"
"2004","7","SABANAGRANDE - ATLANTICO","ATLANTICO",2,"0"
"2004","7","SALDAÑA - TOLIMA","TOLIMA",1,"0"
"2004","7","SAMANIEGO - NARIÑO","NARIÑO",1,"0"
"2004","7","SAN ANDRES DE CUERQUIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","SAN ANDRES DE TUMACO - NARIÑO","NARIÑO",3,"1"
"2004","7","SAN BERNARDO - NARIÑO","NARIÑO",1,"0"
"2004","7","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","SAN JOSE DE TOLUVIEJO - SUCRE","SUCRE",2,"0"
"2004","7","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",14,"1"
"2004","7","SAN JUAN DE ARAMA - META","META",1,"0"
"2004","7","SAN MARTIN - CESAR","CESAR",1,"0"
"2004","7","SAN MARTIN - META","META",4,"1"
"2004","7","SAN MIGUEL - PUTUMAYO","PUTUMAYO",2,"0"
"2004","7","SAN ONOFRE - SUCRE","SUCRE",2,"0"
"2004","7","SAN PABLO - BOLIVAR","BOLIVAR",1,"0"
"2004","7","SAN PEDRO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","7","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",2,"0"
"2004","7","SANTA BARBARA - NARIÑO","NARIÑO",1,"0"
"2004","7","SANTA FE DE ANTIOQUIA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","7","SANTA MARTA - MAGDALENA","MAGDALENA",1,"0"
"2004","7","SANTACRUZ - NARIÑO","NARIÑO",2,"0"
"2004","7","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",6,"1"
"2004","7","SIMITI - BOLIVAR","BOLIVAR",2,"0"
"2004","7","SOLITA - CAQUETA","CAQUETA",1,"0"
"2004","7","SUPIA - CALDAS","CALDAS",1,"0"
"2004","7","TAMALAMEQUE - CESAR","CESAR",5,"1"
"2004","7","TAME - ARAUCA","ARAUCA",4,"1"
"2004","7","TAMESIS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","TARAZA - ANTIOQUIA","ANTIOQUIA",4,"1"
"2004","7","TEORAMA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","7","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",6,"1"
"2004","7","TIERRALTA - CORDOBA","CORDOBA",2,"0"
"2004","7","VALLE DE SAN JOSE - SANTANDER","SANTANDER",1,"0"
"2004","7","VALLE DEL GUAMUEZ - PUTUMAYO","PUTUMAYO",3,"1"
"2004","7","VALLEDUPAR - CESAR","CESAR",4,"1"
"2004","7","VALPARAISO - CAQUETA","CAQUETA",2,"0"
"2004","7","VILLANUEVA - BOLIVAR","BOLIVAR",1,"0"
"2004","7","VILLANUEVA - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","7","VILLAVICENCIO - META","META",3,"1"
"2004","7","VISTAHERMOSA - META","META",8,"1"
"2004","7","YACOPI - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","7","YARUMAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","YOLOMBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","7","YONDO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","ACANDI - CHOCO","CHOCO",2,"0"
"2004","8","AGUACHICA - CESAR","CESAR",2,"0"
"2004","8","AGUSTIN CODAZZI - CESAR","CESAR",5,"1"
"2004","8","ALBANIA - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","8","ALGECIRAS - HUILA","HUILA",1,"0"
"2004","8","ANDALUCIA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","ANORI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","ANSERMANUEVO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","AQUITANIA - BOYACA","BOYACA",1,"0"
"2004","8","ARAUCA - ARAUCA","ARAUCA",1,"0"
"2004","8","ARAUQUITA - ARAUCA","ARAUCA",3,"1"
"2004","8","ARGELIA - CAUCA","CAUCA",1,"0"
"2004","8","ARMERO - TOLIMA","TOLIMA",2,"0"
"2004","8","ATACO - TOLIMA","TOLIMA",1,"0"
"2004","8","BAJO BAUDO - CHOCO","CHOCO",1,"0"
"2004","8","BARRANQUILLA - ATLANTICO","ATLANTICO",2,"0"
"2004","8","BOGOTA, D.C. - BOGOTA, D. C.","BOGOTA, D. C.",2,"0"
"2004","8","BOLIVAR - SANTANDER","SANTANDER",2,"0"
"2004","8","BOLIVAR - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","BOSCONIA - CESAR","CESAR",2,"0"
"2004","8","BUCARAMANGA - SANTANDER","SANTANDER",1,"0"
"2004","8","BUENAVENTURA - VALLE DEL CAUCA","VALLE DEL CAUCA",8,"1"
"2004","8","CALAMAR - GUAVIARE","GUAVIARE",4,"1"
"2004","8","CAPITANEJO - SANTANDER","SANTANDER",1,"0"
"2004","8","CARTAGENA DEL CHAIRA - CAQUETA","CAQUETA",1,"0"
"2004","8","CIUDAD BOLIVAR - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","COLOSO - SUCRE","SUCRE",1,"0"
"2004","8","CONCORDIA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","8","CONVENCION - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","8","CORDOBA - BOLIVAR","BOLIVAR",1,"0"
"2004","8","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",5,"1"
"2004","8","CUMBITARA - NARIÑO","NARIÑO",1,"0"
"2004","8","DABEIBA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","DIBULLA - LA GUAJIRA","LA GUAJIRA",5,"1"
"2004","8","EL BAGRE - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","8","EL COPEY - CESAR","CESAR",2,"0"
"2004","8","EL DOVIO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","EL RETORNO - GUAVIARE","GUAVIARE",7,"1"
"2004","8","EL TARRA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","8","ENVIGADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","FLORENCIA - CAQUETA","CAQUETA",3,"1"
"2004","8","FLORIDABLANCA - SANTANDER","SANTANDER",1,"0"
"2004","8","FORTUL - ARAUCA","ARAUCA",1,"0"
"2004","8","FRONTERA VENEZUELA - EXTERIOR","EXTERIOR",1,"0"
"2004","8","FUENTE DE ORO - META","META",1,"0"
"2004","8","FUNDACION - MAGDALENA","MAGDALENA",2,"0"
"2004","8","FUSAGASUGA - CUNDINAMARCA","CUNDINAMARCA",2,"0"
"2004","8","GARZON - HUILA","HUILA",1,"0"
"2004","8","GIRARDOT - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","8","GRANADA - ANTIOQUIA","ANTIOQUIA",8,"1"
"2004","8","GRANADA - META","META",1,"0"
"2004","8","GUADALAJARA DE BUGA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","GUADUAS - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","8","HATO COROZAL - CASANARE","CASANARE",1,"0"
"2004","8","HERVEO - TOLIMA","TOLIMA",2,"0"
"2004","8","HONDA - TOLIMA","TOLIMA",1,"0"
"2004","8","IBAGUE - TOLIMA","TOLIMA",1,"0"
"2004","8","ITAGÜI - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","ITUANGO - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","8","JAMUNDI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","LA CEJA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","LA DORADA - CALDAS","CALDAS",6,"1"
"2004","8","LA JAGUA DE IBIRICO - CESAR","CESAR",5,"1"
"2004","8","LA LLANADA - NARIÑO","NARIÑO",2,"0"
"2004","8","LA MACARENA - META","META",2,"0"
"2004","8","LA PRIMAVERA - VICHADA","VICHADA",4,"1"
"2004","8","LA UNION - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","LA VICTORIA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","LEIVA - NARIÑO","NARIÑO",1,"0"
"2004","8","LOS ANDES - NARIÑO","NARIÑO",2,"0"
"2004","8","MAGANGUE - BOLIVAR","BOLIVAR",1,"0"
"2004","8","MAICAO - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","8","MANI - CASANARE","CASANARE",1,"0"
"2004","8","MAPIRIPAN - META","META",3,"1"
"2004","8","MEDELLIN - ANTIOQUIA","ANTIOQUIA",9,"1"
"2004","8","MIRAFLORES - GUAVIARE","GUAVIARE",2,"0"
"2004","8","MIRANDA - CAUCA","CAUCA",2,"0"
"2004","8","MOCOA - PUTUMAYO","PUTUMAYO",1,"0"
"2004","8","MONTELIBANO - CORDOBA","CORDOBA",1,"0"
"2004","8","MONTERREY - CASANARE","CASANARE",6,"1"
"2004","8","MUTATA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","NUEVA GRANADA - MAGDALENA","MAGDALENA",1,"0"
"2004","8","PAILITAS - CESAR","CESAR",13,"1"
"2004","8","PALESTINA - CALDAS","CALDAS",1,"0"
"2004","8","PARATEBUENO - CUNDINAMARCA","CUNDINAMARCA",1,"0"
"2004","8","PASTO - NARIÑO","NARIÑO",1,"0"
"2004","8","PAZ DE ARIPORO - CASANARE","CASANARE",1,"0"
"2004","8","PEQUE - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","PEREIRA - RISARALDA","RISARALDA",1,"0"
"2004","8","PIAMONTE - CAUCA","CAUCA",1,"0"
"2004","8","PIVIJAY - MAGDALENA","MAGDALENA",2,"0"
"2004","8","PLATO - MAGDALENA","MAGDALENA",6,"1"
"2004","8","POPAYAN - CAUCA","CAUCA",1,"0"
"2004","8","PUEBLO BELLO - CESAR","CESAR",3,"1"
"2004","8","PUEBLORRICO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","PUERTO ASIS - PUTUMAYO","PUTUMAYO",2,"0"
"2004","8","PUERTO BERRIO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","PUERTO BOYACA - BOYACA","BOYACA",6,"1"
"2004","8","PUERTO CAICEDO - PUTUMAYO","PUTUMAYO",1,"0"
"2004","8","PUERTO GAITAN - META","META",3,"1"
"2004","8","PUERTO LIBERTADOR - CORDOBA","CORDOBA",1,"0"
"2004","8","PUERTO LLERAS - META","META",1,"0"
"2004","8","PUERTO RICO - CAQUETA","CAQUETA",1,"0"
"2004","8","PUERTO RICO - META","META",4,"1"
"2004","8","PUERTO SANTANDER - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","8","PUERTO TRIUNFO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","QUIMBAYA - QUINDIO","QUINDIO",1,"0"
"2004","8","QUINCHIA - RISARALDA","RISARALDA",1,"0"
"2004","8","REMEDIOS - ANTIOQUIA","ANTIOQUIA",10,"1"
"2004","8","RICAURTE - NARIÑO","NARIÑO",2,"0"
"2004","8","RIOSUCIO - CHOCO","CHOCO",1,"0"
"2004","8","ROLDANILLO - VALLE DEL CAUCA","VALLE DEL CAUCA",5,"1"
"2004","8","SABANA DE TORRES - SANTANDER","SANTANDER",1,"0"
"2004","8","SABANAGRANDE - ATLANTICO","ATLANTICO",2,"0"
"2004","8","SABANAS DE SAN ANGEL - MAGDALENA","MAGDALENA",3,"1"
"2004","8","SABANETA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","SACAMA - CASANARE","CASANARE",1,"0"
"2004","8","SAMANA - CALDAS","CALDAS",1,"0"
"2004","8","SAMANIEGO - NARIÑO","NARIÑO",1,"0"
"2004","8","SAN ALBERTO - CESAR","CESAR",2,"0"
"2004","8","SAN ANDRES DE TUMACO - NARIÑO","NARIÑO",8,"1"
"2004","8","SAN CARLOS - ANTIOQUIA","ANTIOQUIA",5,"1"
"2004","8","SAN FRANCISCO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","SAN JOSE DE TOLUVIEJO - SUCRE","SUCRE",1,"0"
"2004","8","SAN JOSE DEL GUAVIARE - GUAVIARE","GUAVIARE",5,"1"
"2004","8","SAN JUAN DE ARAMA - META","META",1,"0"
"2004","8","SAN LUIS - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","SAN MARTIN - META","META",1,"0"
"2004","8","SAN MIGUEL - PUTUMAYO","PUTUMAYO",2,"0"
"2004","8","SAN ONOFRE - SUCRE","SUCRE",6,"1"
"2004","8","SAN PABLO - BOLIVAR","BOLIVAR",3,"1"
"2004","8","SAN PEDRO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","SAN PEDRO DE LOS MILAGROS - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","SAN SEBASTIAN - CAUCA","CAUCA",1,"0"
"2004","8","SAN VICENTE DE CHUCURI - SANTANDER","SANTANDER",4,"1"
"2004","8","SAN VICENTE DEL CAGUAN - CAQUETA","CAQUETA",1,"0"
"2004","8","SANTA BARBARA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","SANTA FE DE ANTIOQUIA - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","8","SANTA MARTA - MAGDALENA","MAGDALENA",7,"1"
"2004","8","SANTA ROSA DEL SUR - BOLIVAR","BOLIVAR",1,"0"
"2004","8","SANTIAGO DE CALI - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","SARAVENA - ARAUCA","ARAUCA",2,"0"
"2004","8","SIMITI - BOLIVAR","BOLIVAR",1,"0"
"2004","8","SINCELEJO - SUCRE","SUCRE",1,"0"
"2004","8","SITIONUEVO - MAGDALENA","MAGDALENA",1,"0"
"2004","8","SONSON - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","8","SUAZA - HUILA","HUILA",1,"0"
"2004","8","TAME - ARAUCA","ARAUCA",2,"0"
"2004","8","TARAZA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","TIBU - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","8","TIERRALTA - CORDOBA","CORDOBA",1,"0"
"2004","8","TIMBIQUI - CAUCA","CAUCA",1,"0"
"2004","8","TULUA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","8","TURBACO - BOLIVAR","BOLIVAR",1,"0"
"2004","8","TURBANA - BOLIVAR","BOLIVAR",1,"0"
"2004","8","TURBO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","UNGUIA - CHOCO","CHOCO",1,"0"
"2004","8","URIBE - META","META",1,"0"
"2004","8","URRAO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","8","VALDIVIA - ANTIOQUIA","ANTIOQUIA",4,"1"
"2004","8","VALENCIA - CORDOBA","CORDOBA",2,"0"
"2004","8","VALLE DE SAN JOSE - SANTANDER","SANTANDER",1,"0"
"2004","8","VALLE DEL GUAMUEZ - PUTUMAYO","PUTUMAYO",12,"1"
"2004","8","VALLEDUPAR - CESAR","CESAR",6,"1"
"2004","8","VILLA DEL ROSARIO - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","8","VILLAGARZON - PUTUMAYO","PUTUMAYO",1,"0"
"2004","8","VILLARRICA - TOLIMA","TOLIMA",1,"0"
"2004","8","VILLAVICENCIO - META","META",5,"1"
"2004","8","VISTAHERMOSA - META","META",5,"1"
"2004","8","ZARZAL - VALLE DEL CAUCA","VALLE DEL CAUCA",4,"1"
"2004","8","ZONA BANANERA - MAGDALENA","MAGDALENA",1,"0"
"2004","9","ACACIAS - META","META",1,"0"
"2004","9","AGUACHICA - CESAR","CESAR",2,"0"
"2004","9","AGUSTIN CODAZZI - CESAR","CESAR",6,"1"
"2004","9","ALBANIA - CAQUETA","CAQUETA",1,"0"
"2004","9","APARTADO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","APIA - RISARALDA","RISARALDA",2,"0"
"2004","9","ARACATACA - MAGDALENA","MAGDALENA",6,"1"
"2004","9","ARAUCA - ARAUCA","ARAUCA",1,"0"
"2004","9","ARAUQUITA - ARAUCA","ARAUCA",2,"0"
"2004","9","ARMENIA - QUINDIO","QUINDIO",1,"0"
"2004","9","BARBACOAS - NARIÑO","NARIÑO",1,"0"
"2004","9","BARBOSA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","BARRANCABERMEJA - SANTANDER","SANTANDER",2,"0"
"2004","9","BARRANQUILLA - ATLANTICO","ATLANTICO",1,"0"
"2004","9","BELLO - ANTIOQUIA","ANTIOQUIA",2,"0"
"2004","9","BETULIA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","BOLIVAR - CAUCA","CAUCA",1,"0"
"2004","9","BUCARAMANGA - SANTANDER","SANTANDER",1,"0"
"2004","9","BUENAVENTURA - VALLE DEL CAUCA","VALLE DEL CAUCA",3,"1"
"2004","9","CACERES - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","CAJAMARCA - TOLIMA","TOLIMA",1,"0"
"2004","9","CALAMAR - GUAVIARE","GUAVIARE",5,"1"
"2004","9","CALIMA - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","9","CALOTO - CAUCA","CAUCA",1,"0"
"2004","9","CAUCASIA - ANTIOQUIA","ANTIOQUIA",3,"1"
"2004","9","CHIGORODO - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","CHIVOLO - MAGDALENA","MAGDALENA",2,"0"
"2004","9","CIENAGA - MAGDALENA","MAGDALENA",3,"1"
"2004","9","CIMITARRA - SANTANDER","SANTANDER",5,"1"
"2004","9","CIUDAD BOLIVAR - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","COLOSO - SUCRE","SUCRE",1,"0"
"2004","9","COPACABANA - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","CORDOBA - BOLIVAR","BOLIVAR",1,"0"
"2004","9","COROZAL - SUCRE","SUCRE",1,"0"
"2004","9","COYAIMA - TOLIMA","TOLIMA",2,"0"
"2004","9","CRAVO NORTE - ARAUCA","ARAUCA",1,"0"
"2004","9","CUCUTA - NORTE DE SANTANDER","NORTE DE SANTANDER",4,"1"
"2004","9","CUMARIBO - VICHADA","VICHADA",6,"1"
"2004","9","CURUMANI - CESAR","CESAR",1,"0"
"2004","9","DISTRACCION - LA GUAJIRA","LA GUAJIRA",1,"0"
"2004","9","DOLORES - TOLIMA","TOLIMA",1,"0"
"2004","9","DUITAMA - BOYACA","BOYACA",1,"0"
"2004","9","DURANIA - NORTE DE SANTANDER","NORTE DE SANTANDER",1,"0"
"2004","9","EL BANCO - MAGDALENA","MAGDALENA",1,"0"
"2004","9","EL CARMEN - NORTE DE SANTANDER","NORTE DE SANTANDER",2,"0"
"2004","9","EL CARMEN DE BOLIVAR - BOLIVAR","BOLIVAR",6,"1"
"2004","9","EL CARMEN DE VIBORAL - ANTIOQUIA","ANTIOQUIA",1,"0"
"2004","9","EL CERRITO - VALLE DEL CAUCA","VALLE DEL CAUCA",1,"0"
"2004","9","EL COPEY - CESAR","CESAR",2,"0"
